Date,Open,High,Low,Close,Adj Close,Volume,MA10,MA50,Shares,Close1,Profit,wealth
2015-03-13,22.559999,22.76,22.25,22.700001,22.116024,8982200,22.6480001,21.01739996,1,22.969999,0.26999800000000107,0.26999800000000107
2015-03-16,22.879999,23.110001,22.73,22.969999,22.379078,5923900,22.685000000000002,21.075799959999998,1,23.25,0.2800009999999986,0.5499989999999997
2015-03-17,22.92,23.26,22.76,23.25,22.651876,7497500,22.792,21.13819998,1,22.870001,-0.37999900000000153,0.16999999999999815
2015-03-18,23.25,23.370001,22.66,22.870001,22.281652,10337600,22.8360001,21.19979998,1,23.219999,0.3499980000000029,0.5199980000000011
2015-03-19,22.950001,23.299999,22.780001,23.219999,22.62265,7768900,22.8719999,21.28039994,1,23.469999,0.25,0.7699980000000011
